formula,intensity,m/z
C26H30O16,3608715,597.14635
C30H30O13,10562707,597.16148
C27H34O15,7441565,597.18265
C31H34O12,4465829,597.19782
C32H38O11,2768055,597.23424
C33H42O10,9215177,597.27061
C31H50O11,2492646,597.32825
C28H54O13,2476272,597.34931
C32H54O10,3005688,597.36453
C34H62O8,2951452,597.4374
C36H70O6,9841985,597.51014
C28H24O15,32399454,599.10433
C29H28O14,17285232,599.14069
C30H32O13,7159939,599.17708
C31H36O12,5398677,599.21339
C21H40N6O14,26206378,599.25317
C33H44O10,29712570,599.2862
C32H56O10,4471017,599.38022
C34H64O8,3063054,599.45293
C35H68O7,2500896,599.48925
C36H72O6,11358514,599.5257
C31H7N1O13,8266265,599.98444
C32H15N3O10,2451012,600.06861
C28H27N1O14,5790310,600.136
C29H31N1O13,2553464,600.17256
C27H22O16,8647748,601.08362
C28H26O15,12710998,601.12001
C39H22O7,4000859,601.12935
C29H30O14,18113640,601.15637
C30H34O13,6902908,601.19284
C31H38O12,4648078,601.2292
C24H38N6O12,8938647,601.24763
C32H42O11,4756640,601.26548
C33H46O10,22889650,601.30182
C30H50O12,12567741,601.32297
C32H58O10,2440418,601.39583
C27H25N1O15,2936399,602.11516
C30H25N3O11,2905693,602.14193
C28H29N1O14,2597474,602.15167
C27H24O16,10483780,603.09928
C31H24O13,3302476,603.11461
C28H28O15,13690967,603.13571
C27H28N2O14,3807325,603.14692
C29H32O14,6662250,603.17204
C22H36O19,28125292,603.17792
C30H36O13,4235388,603.20835
C23H36N6O13,11335813,603.22696
C31H40O12,4688015,603.2447
C32H44O11,5361825,603.28098
C29H48O13,2783404,603.30232
C33H48O10,48228532,603.31741
C30H52O12,3095742,603.33866
C36H60O7,2799851,603.42665
C27H27N1O15,16656980,604.13072
C30H22O14,8461378,605.09381
C27H26O16,17288268,605.11496
C31H26O13,6464597,605.13012
C28H30O15,7785568,605.15121
C29H34O14,2618482,605.18772
C30H38O13,4478085,605.22404
C31H42O12,6106264,605.26034
C32H46O11,5037227,605.29667
C33H50O10,40201404,605.33307
C36H62O7,5387510,605.44247
C39H12N8O1,3137617,607.10601
C30H24O14,33157202,607.10943
C27H28O16,5040222,607.13062
C31H28O13,20967526,607.14585
C28H32O15,6344817,607.16691
C29H36O14,2945156,607.2035
C19H40N6O16,6430872,607.24304
C31H44O12,7893161,607.27606
C32H48O11,3434684,607.31234
C36H44N6O3,2355402,607.33991
C33H52O10,3039439,607.34881
C36H64O7,8687880,607.45799
C29H23N1O14,3643992,608.10465
C29H22O15,18191450,609.08863
C30H26O14,154399856,609.12501
C27H30O16,22697080,609.14616
C31H30O13,6956160,609.16135
C32H34O12,2650259,609.19789
C19H42N6O16,16487603,609.25873
C28H50O14,5971151,609.31293
C32H50O11,2484439,609.32822
C33H54O10,2356458,609.36462
C36H66O7,9385251,609.47356
C37H70O6,3343670,609.51004
C26H45N1O15,5281478,610.27154
C38H12N8O2,4036731,611.10078
C29H24O15,38926460,611.10424
C33H20N6O7,7002251,611.132
C30H28O14,52525200,611.14061
C31H32O13,8911011,611.17694
C32H36O12,3216566,611.21335
C33H40O11,8018121,611.24987
C32H52O11,2726139,611.34375
C36H68O7,7690568,611.4892
C37H72O6,10561883,611.5256
C26H47N1O15,3511022,612.28725
C30H6N4O12,5667940,612.99068
C28H22O16,8293525,613.08369
C19H26N4O19,11283620,613.11186
C29H26O15,15277224,613.11998
C30H30O14,8473788,613.15635
C31H34O13,11472079,613.19261
C32H38O12,3910883,613.22896
C33H42O11,23010550,613.26543
C32H54O11,2396456,613.35941
C33H58O10,3188027,613.39577
C36H70O7,4463990,613.50506
C37H74O6,17153416,613.54138
C29H29N1O14,2538191,614.15168
C25H12O19,6037648,614.98976
C28H24O16,40288460,615.09928
C29H28O15,12132574,615.13569
C30H32O14,11591922,615.17207
C31H36O13,5654789,615.20849
C21H40N6O15,23757082,615.24815
C25H40N6O12,13074723,615.26336
C33H44O11,61374764,615.28111
C28H27N1O15,2660086,616.13066
C29H31N1O14,4057865,616.16722
C27H22O17,2655478,617.0785
C28H26O16,9520393,617.11483
C29H30O15,8647965,617.15132
C30H34O14,8119601,617.18771
C31H38O13,3657029,617.22399
C35H38O10,3536205,617.23911
C24H38N6O13,38896976,617.24267
C32H42O12,8938840,617.26046
C33H46O11,49202540,617.29684
C34H50O10,2457984,617.33322
C28H29N1O15,3372858,618.14656
C27H24O17,4268351,619.09425
C28H28O16,16787794,619.13054
C32H28O13,3197275,619.14585
C29H32O15,4786535,619.16678
C22H36O20,15501674,619.17277
C30H36O14,3680634,619.20344
C31H40O13,3202446,619.23984
C32H44O12,4463010,619.27597
C29H48O14,4651438,619.29711
C33H48O11,48023988,619.31239
C30H52O13,5151170,619.33358
C34H52O10,5648842,619.34873
C36H60O8,4927986,619.42154
C30H22O15,6389126,621.08848
C27H26O17,5191058,621.10965
C31H26O14,19369370,621.12499
C28H30O16,5346726,621.14613
C32H30O13,5533102,621.16137
C30H38O14,2811342,621.2191
C31H42O13,5117410,621.25541
C32H46O12,4599286,621.29185
C36H42N6O4,3072517,621.31942
C33H50O11,18787850,621.32811
C34H54O10,2769438,621.3645
C36H62O8,7188039,621.43721
C31H29N1O13,3070933,622.15667
C30H24O15,36278756,623.10435
C27H28O17,4443631,623.12558
C40H16N8O1,3207669,623.13715
C31H28O14,36622840,623.1407
C28H32O16,4338179,623.16194
C32H32O13,3971596,623.17702
C48H32O1,4444718,623.2378
C30H36N6O9,3238451,623.24723
C33H52O11,3424873,623.34353
C36H64O8,8979109,623.45294
C37H68O7,3198650,623.48925
C29H23N1O15,4965391,624.09949
C30H27N1O14,2339875,624.13597
C29H22O16,3837494,625.0835
C30H26O15,45815372,625.11992
C27H30O17,4597335,625.14117
C31H30O14,7898719,625.15641
C32H34O13,5637748,625.19282
C33H38O12,3549832,625.22927
C48H34O1,10163862,625.25374
C32H50O12,2393789,625.32294
C33H54O11,3577554,625.35944
C36H66O8,8013583,625.46844
C37H70O7,3442468,625.50479
C28H41N3O13,2610380,626.25676
C26H45N1O16,3576017,626.26646
C38H12N8O3,6068903,627.09565
C29H24O16,72620712,627.09926
C30H28O15,15620797,627.13563
C31H32O14,14965458,627.17198
C32H36O13,17644262,627.20831
C33H40O12,7944956,627.24469
C48H36O1,15973129,627.26915
C30H40N6O9,19053326,627.27864
C35H40N4O7,2706193,627.28246
C36H68O8,6892420,627.48426
C37H72O7,9206680,627.52064
C28H22O17,2767633,629.07841
C28H18N6O12,2555673,629.09129
C19H26N4O20,11104034,629.1067
C29H26O16,10460966,629.11484
C30H30O15,8052539,629.15118
C31H34O14,28958544,629.18765
C32H38O13,8814437,629.22409
C25H38N6O13,2671472,629.24269
C33H42O12,21249914,629.26047
C26H42N6O12,15712132,629.27907
C36H70O8,3993603,629.49981
C37H74O7,9216024,629.53621
C29H29N1O15,3177847,630.14648
C30H33N1O14,3028364,630.1829
C28H24O17,64562072,631.09417
C46H16O4,4719516,631.09781
C29H28O16,5782447,631.13054
C30H32O15,10650564,631.16697
C29H32N2O14,12776394,631.17811
C31H36O14,5276633,631.20329
C32H40O13,7803886,631.23974
C25H40N6O13,62891000,631.25829
C30H40N4O11,5006331,631.26198
C33H44O12,40494084,631.27605
C34H48O11,3177496,631.31253
C27H22O18,108931096,633.07342
C42H18O7,2676775,633.09779
C31H18N6O10,2725929,633.10126
C28H26O17,7260206,633.1099
C32H26O14,8075319,633.12512
C29H30O16,6535235,633.14607
C33H30O13,3789900,633.16148
C30H34O15,6572120,633.1825
C31H38O14,3094637,633.21893
C32H42O13,4214915,633.25529
C33H46O12,52701336,633.29166
C30H50O14,3344548,633.31294
C34H50O11,3719341,633.32816
C36H58O9,2937048,633.40086
C30H16N6O11,6634675,635.08044
C27H24O18,19213496,635.08902
C31H24O15,4396225,635.10454
C28H28O17,9391309,635.12545
C32H28O14,7052502,635.1407
C33H32O13,5125356,635.17709
C30H36O15,3020024,635.19811
C32H44O13,3773731,635.27108
C33H48O12,45067576,635.30734
C30H52O14,4025669,635.32866
C34H52O11,9551182,635.34377
C28H56N6O10,2366830,635.39867
C36H60O9,4756857,635.41656
C44H19N3O3,3546914,636.13514
C30H22O16,3416406,637.08355
C31H26O15,12353900,637.11986
C28H30O17,10756472,637.14106
C32H30O14,15356289,637.15626
C33H34O13,4163991,637.19281
C34H38O12,3619245,637.22926
C36H42N6O5,2858464,637.31442
C33H50O12,13537765,637.32302
C36H62O9,7307814,637.43212
C29H62N6O9,2403889,637.45077
C31H29N1O14,2410452,638.15163
C30H24O16,14317069,639.09921
C40H16N8O2,4339233,639.13227
C31H28O15,17634852,639.13577
C28H32O17,12391984,639.15685
C32H32O14,5551673,639.17212
C33H36O13,4468303,639.20851
C30H56O14,2441898,639.36001
C36H64O9,8312543,639.4477
C37H68O8,4734709,639.48416
C39H76O6,2669345,639.55696
C30H27N1O15,7055484,640.13096
C30H26O16,24246992,641.11495
C31H30O15,10476263,641.1514
C32H34O14,11811581,641.18774
C33H38O13,7154451,641.22412
C48H34O2,9218850,641.24851
C30H38N6O10,6515496,641.25769
C28H62N6O10,6460314,641.44567
C36H66O9,6521765,641.46338
C37H70O8,3722171,641.4998
C29H24O17,4222858,643.09421
C44H20O6,3582873,643.11864
C30H28O16,9019296,643.13055
C31H32O15,14294967,643.16697
C27H36N2O16,4317131,643.19952
C32H36O14,44990412,643.2033
C33H40O13,8548324,643.23962
C48H36O2,9830387,643.26415
C30H40N6O10,11710456,643.27344
C23H44N6O15,8101884,643.27933
C36H68O9,4057207,643.47926
C37H72O8,2782349,643.51558
C29H27N1O16,2624006,644.12593
C30H31N1O15,2729500,644.1621
C19H26N4O21,10282082,645.10181
C29H26O17,10941543,645.10987
C31H34O15,24257684,645.18251
C32H38O14,11797674,645.21884
C33H42O13,11617473,645.2552
C21H42N8O15,7013578,645.26997
C26H42N6O13,74040528,645.2738
C31H42N4O11,5260495,645.27766
C30H33N1O15,6805247,646.17773
C32H24O15,3012931,647.10439
C29H28O17,4182352,647.12548
C33H28O14,4622682,647.14072
C30H32O16,4501863,647.16199
C34H32O13,7041392,647.17715
C27H36O18,9554292,647.18316
C31H36O15,7031166,647.19807
C32H40O14,11446676,647.23447
C33H44O13,22071724,647.27087
C44H40O5,3707313,647.28042
C34H48O12,5290434,647.30738
C35H52O11,3891673,647.34382
C36H56O10,3547632,647.3802
C28H26O18,8887856,649.10477
C32H26O15,12848697,649.12001
C29H30O17,7773767,649.14111
C33H30O14,9506384,649.15628
C30H34O16,2728542,649.17766
C23H38O21,3595873,649.1834
C31H38O15,5383797,649.2138
C33H46O13,25751202,649.2865
C30H50O15,2694832,649.30779
C34H50O12,4359866,649.32293
C36H58O10,2853608,649.39594
C29H58N6O10,2767604,649.41429
C45H12N6O1,2470694,651.09978
C23H28N2O20,2892593,651.11655
C28H28O18,18813748,651.1204
C32H28O15,11252541,651.13563
C33H32O14,18420564,651.17195
C34H36O13,3125099,651.20819
C33H48O13,5657512,651.30215
C30H52O15,5620662,651.32356
C35H56O11,2531287,651.375
C36H60O10,4916206,651.41157
C30H22O17,3588127,653.07832
C31H26O16,7530551,653.11489
C32H30O15,19052622,653.15129
C33H34O14,4991078,653.18772
C34H38O13,5562494,653.22403
C30H54O15,4315336,653.33901
C36H62O10,5863681,653.42714
C29H62N6O10,2783501,653.44566
C30H24O17,7544126,655.0942
C31H28O16,11918678,655.13057
C32H32O15,7671150,655.16702
C33H36O14,8560005,655.20334
C34H40O13,8912285,655.23971
C35H44O12,2762165,655.27621
C30H56O15,2714089,655.35469
C36H64O10,6268450,655.4427
C29H64N6O10,9809454,655.46135
C39H76O7,3792490,655.55188
C25H11N3O19,17760138,655.99125
C30H27N1O16,3942371,656.12579
C51H14O2,2859615,657.09211
C30H26O17,7643755,657.10974
C31H30O16,7357059,657.14635
C32H34O15,9999003,657.18259
C33H38O14,14926515,657.21899
C48H34O3,2703043,657.24338
C30H38N6O11,5935817,657.25242
C35H46O12,3257059,657.29175
C36H66O10,4959058,657.45841
C39H78O7,3931034,657.56753
C30H29N1O16,2354454,658.1416
C20H28N4O21,5224353,659.11734
C30H28O17,6301606,659.12555
C31H32O16,7223231,659.16188
C32H36O15,12830678,659.19814
C33H40O14,6690799,659.23466
C48H36O3,3283967,659.25919
C30H40N6O11,6764550,659.26836
C23H44N6O16,15812617,659.27433
C27H44N6O13,3063828,659.28948
C35H48O12,3780640,659.30742
C36H68O10,3033231,659.47387
C37H72O9,2984103,659.51031
C38H76O8,4657344,659.54683
C29H22N6O13,3894495,661.11712
C30H30O17,2680047,661.14096
C34H30O14,3346682,661.15644
C31H34O16,5911816,661.17745
C35H34O13,3718418,661.19281
C32H38O15,8768800,661.21386
C33H42O14,5729593,661.25017
C26H42N6O14,2705733,661.26849
C19H46N6O19,2749770,661.27448
C30H42N6O11,5520720,661.28378
C35H50O12,3992938,661.32308
C36H54O11,3622275,661.35955
C33H29N1O14,3369883,662.15165
C32H24O16,2562592,663.09938
C29H28O18,4540975,663.12045
C33H28O15,5777977,663.1356
C34H32O14,6857298,663.17205
C31H36O16,4360801,663.19323
C35H36O13,6279787,663.20838
C33H44O14,6714002,663.26583
C34H48O13,3183275,663.30234
C35H52O12,2518724,663.3388
C36H56O11,5886685,663.37504
C32H26O16,5345159,665.11492
C29H30O18,3581846,665.13599
C33H30O15,21125024,665.15127
C34H34O14,5273530,665.18775
C31H38O16,5924808,665.20899
C24H42O21,7313356,665.2147
C35H38O13,3164114,665.22394
C33H46O14,5021690,665.28151
C34H50O13,2552851,665.31805
C36H58O11,3551302,665.39069
C32H28O16,10665213,667.13049
C33H32O15,39894292,667.16689
C34H36O14,6389040,667.20326
C35H40O13,2810185,667.23962
C51H40O1,2490739,667.30045
C30H52O16,3876224,667.31835
C36H60O11,3667389,667.40618
C31H26O17,3732072,669.10993
C32H30O16,10191490,669.14624
C33H34O15,5642908,669.18258
C34H38O14,14148277,669.21898
C35H42O13,4369103,669.25531
C36H46O12,5108457,669.29189
C30H54O16,4629255,669.334
C35H58O12,2363179,669.38571
C36H62O11,3613509,669.42202
C29H62N6O11,2448210,669.44057
C30H66N6O10,13665131,669.47704
C30H24O18,2370531,671.08915
C31H28O17,5419005,671.12543
C32H32O16,6000663,671.16191
C33H36O15,6731825,671.19819
C32H36N2O14,2737209,671.20963
C34H40O14,21121098,671.23461
C35H44O13,4075620,671.27114
C30H56O16,3782813,671.34946
C30H27N1O17,3088068,672.12052
C36H18O14,2845033,673.06257
C48H18O5,2385289,673.10796
C31H30O17,3538337,673.14084
C32H34O16,6544827,673.17751
C33H38O15,9166293,673.21385
C34H42O14,7470576,673.25031
C36H50O12,3036708,673.32287
C51H16O3,6089518,675.10255
C31H32O17,2772821,675.15662
C32H36O16,8352624,675.19306
C36H36O13,2683771,675.20802
C33H40O15,3672970,675.22957
C30H40N6O12,3400611,675.26286
C35H48O13,3738560,675.30242
C36H52O12,2777050,675.33875
C33H56O14,3305449,675.35982
C29H27N1O18,7943698,676.11548
C36H10N2O13,6181027,677.01118
C33H26O16,3318000,677.1148
C30H30O18,2521343,677.13612
C34H30O15,4780298,677.15128
C31H34O17,2530586,677.17256
C35H34O14,6414629,677.18764
C34H34N2O13,4532526,677.19899
C36H38O13,2818368,677.22421
C33H42O15,2422096,677.24519
C30H42N6O12,2580840,677.2786
C35H50O13,3182981,677.31796
C36H54O12,2440608,677.3545
C33H28O16,5287620,679.13056
C34H32O15,6958816,679.16698
C35H36O14,5570299,679.2033
C36H40O13,3449622,679.23974
C33H44O15,3049253,679.26054
C20H35N5O21,3959248,680.1752
C32H26O17,2677903,681.10989
C33H30O16,16155818,681.14615
C34H34O15,7054533,681.18252
C35H38O14,5666017,681.21903
C36H42O13,3235068,681.25536
C36H12O15,17902124,683.01027
C32H28O17,7989893,683.12539
C33H32O16,8600224,683.16192
C34H36O15,6691516,683.19815
C35H40O14,4305624,683.23467
C36H44O13,4864755,683.27078
C37H48O12,4068111,683.30752
C31H68N6O10,3453853,683.49263
C32H30O17,4458636,685.14099
C33H34O16,4518056,685.17763
C34H38O15,12402884,685.21387
C35H42O14,7626977,685.25026
C36H46O13,11919612,685.28674
C32H32O17,2726565,687.15672
C33H36O16,3845826,687.19319
C34H40O15,18208478,687.22954
C35H44O14,2999035,687.26598
C40H80O8,2758638,687.5778
C31H30O18,3029172,689.13585
C33H38O16,2932973,689.20865
C34H42O15,10611978,689.24512
C36H50O13,3489091,689.31807
C51H16O4,4173510,691.09744
C43H16N8O3,2816733,691.12721
C48H16N6O1,3109600,691.13115
C35H32O15,3283709,691.16692
C36H36O14,4381466,691.2033
C37H40O13,2702135,691.23975
C36H52O13,3001218,691.33375
C33H56O15,5266323,691.35478
C29H27N1O19,5830127,692.11044
C33H26O17,2496785,693.10963
C34H30O16,4786479,693.14622
C35H34O15,4288845,693.18276
C36H38O14,5564778,693.21894
C39H17N7O7,2724923,694.11148
C33H28O17,3985267,695.12551
C34H32O16,6815632,695.16185
C35H36O15,4644782,695.19822
C36H40O14,6729676,695.23461
C38H48O12,5353479,695.30738
C33H30O17,5623271,697.14116
C34H34O16,3632645,697.17767
C35H38O15,5352995,697.21396
C36H42O14,6313537,697.25013
C37H46O13,3735135,697.28676
C34H50O15,2609776,697.30783
C38H50O12,8545917,697.32308
C32H70N6O10,5168918,697.50833
C32H28O18,3785807,699.12034
C33H32O17,5364846,699.15685
C34H36O16,3591308,699.1932
C35H40O15,4304042,699.22944
C36H44O14,8277193,699.26585
C37H48O13,11332839,699.30238
C49H18O6,4973262,701.10309
C32H30O18,2576106,701.13595
C33H34O17,2858760,701.17247
C34H38O16,5552935,701.2088
C35H42O15,4864838,701.24514
C36H46O14,4363109,701.28145
C44H16N8O3,4172162,703.12725
C49H16N6O1,3561862,703.13131
C34H40O16,7506390,703.22436
C35H44O15,3299828,703.26054
C54H40O1,7350807,703.3006
C35H30O16,5802055,705.1463
C34H42O16,5716120,705.24007
C35H46O15,2578615,705.27619
C36H50O14,2723030,705.31258
C53H54O1,3340587,705.41004
C51H16O5,2909920,707.09242
C48H16N6O2,2717437,707.12628
C35H32O16,4298524,707.16173
C36H36O15,5711676,707.19812
C55H32O1,3759967,707.23813
C33H56O16,3510208,707.34964
C29H27N1O20,5268054,708.10532
C34H30O17,4124134,709.14116
C35H34O16,4054534,709.1774
C36H38O15,4519462,709.21384
C37H42O14,2522694,709.25011
C34H32O17,5106916,711.15678
C31H36O19,3882231,711.17797
C35H36O16,3525892,711.1932
C36H40O15,8459557,711.2295
C37H44O14,3577158,711.26604
C38H48O13,15000934,711.30226
C37H30O15,9817060,713.15133
C34H34O17,3429367,713.17245
C35H38O16,3781656,713.20873
C36H42O15,7593017,713.24516
C37H46O14,4242522,713.28177
C46H42N4O4,3009654,713.31334
C38H50O13,27839610,713.31793
C33H29N7O12,7663496,714.18043
C36H28O16,2581226,715.13052
C48H24N6O2,3095328,715.18878
C35H40O16,2879296,715.2245
C36H44O15,12325729,715.26075
C37H48O14,2823043,715.2972
C49H14N6O2,2568710,717.11063
C25H34O24,2909727,717.13705
C36H30O16,4971047,717.14602
C36H46O15,4952736,717.27638
C35H28O17,8069464,719.1254
C36H32O16,3772793,719.16159
C34H40O17,2771376,719.21962
C24H34O25,7952566,721.13175
C35H30O17,9898175,721.14096
C36H34O16,3686626,721.17722
C37H38O15,3385605,721.21384
C40H50O12,2413932,721.32325
C34H24N6O13,4155431,723.13302
C35H32O17,5902398,723.15677
C36H36O16,4178016,723.19291
C55H32O2,8589446,723.23287
C40H52O12,3383531,723.33842
C33H56O17,2879729,723.34455
C34H30O18,2489263,725.13622
C35H34O17,6887378,725.17247
C36H38O16,3577845,725.20883
C37H42O15,3686424,725.24516
C38H46O14,4599868,725.28159
C39H50O13,4481119,725.31778
C33H58O17,2638984,725.36012
C55H20O3,2715464,727.13362
C34H32O18,2664281,727.15189
C35H36O17,3682173,727.18816
C36H40O16,4849569,727.22453
C37H44O15,4440004,727.26076
C38H48O14,6774760,727.29729
C31H18N6O16,3167932,729.07097
C37H30O16,41813764,729.14613
C35H38O17,2447167,729.20372
C36H42O16,5963619,729.23997
C37H46O15,5242759,729.27637
C38H50O14,5113771,729.31288
C36H28O17,5504698,731.12561
C40H24N6O9,4904662,731.15319
C37H32O16,11755230,731.16176
C36H44O16,6987580,731.25561
C37H48O15,2849633,731.29229
C56H44O1,2776969,731.33207
C30H18N6O17,2781789,733.06581
C35H26O18,2949764,733.1043
C36H30O17,13596329,733.14109
C37H34O16,3204814,733.17751
C36H46O16,2929453,733.27125
C36H9N5O14,25500186,734.00747
C35H28O18,6041227,735.12024
C25H36O25,9666214,735.14738
C36H32O17,8425136,735.15663
C37H36O16,2897622,735.19295
C27H44O23,4212465,735.22011
C38H40O15,3301115,735.22945
C40H48O13,8417093,735.30224
C35H30O18,10127017,737.13609
C36H34O17,8599247,737.17246
C37H38O16,2828021,737.20864
C38H42O15,2983706,737.24504
C40H50O13,9275238,737.31782
C39H62O13,3516360,737.41178
C35H32O18,5934816,739.15152
C36H36O17,6831878,739.18787
C37H40O16,3266348,739.2243
C38H44O15,3303251,739.26097
C39H48O14,2688888,739.29702
C40H52O13,21311390,739.3335
C34H52N4O14,3958694,739.34036
C35H34O18,5873456,741.16742
C39H34O15,3770175,741.18253
C36H38O17,3622742,741.20346
C37H42O16,3958652,741.24016
C38H46O15,4489123,741.27661
C39H50O14,3588042,741.3129
C40H54O13,15022064,741.34923
C37H28O17,4390745,743.12516
C34H32O19,2606959,743.14624
C38H32O16,3266432,743.16165
C39H36O15,2877351,743.19827
C37H44O16,3300325,743.25595
C38H48O15,7639052,743.29209
C37H30O17,61999064,745.14111
C43H26N2O11,5228510,745.14619
C56H26O3,4540420,745.18098
C37H46O16,3405926,745.27143
C38H50O15,4733070,745.30779
C36H28O18,6131786,747.1203
C37H32O17,52072560,747.15667
C43H28N2O11,3903607,747.16174
C36H44O17,3442904,747.25038
C56H44O2,3922221,747.32706
C25H31N7O20,2483389,748.15476
C35H26O19,2616531,749.09958
C36H30O18,14055675,749.13602
C40H26N6O10,7821594,749.16343
C37H34O17,6392100,749.17245
C39H42O15,3199349,749.24522
C40H46O14,7829917,749.28165
C35H28O19,2890143,751.11526
C36H32O18,13017543,751.15154
C37H36O17,2695663,751.18763
C38H40O16,3251737,751.22416
C57H36O2,3689030,751.26457
C40H48O14,28549738,751.29712
C35H30O19,5866115,753.13088
C36H34O18,14985900,753.16729
C50H30N2O6,2782934,753.20322
C38H42O16,3078911,753.24001
C31H42N6O16,3347221,753.25851
C39H46O15,4500265,753.27651
C40H50O14,22260562,753.31287
C39H32O16,3978132,755.16176
C36H36O18,10793900,755.18293
C33H40O20,10769349,755.20412
C59H32O1,2591723,755.23781
C38H44O16,3531776,755.25571
C40H52O14,45298772,755.32846
C41H56O13,2552958,755.36464
C35H34O19,2587805,757.16249
C39H34O16,6872238,757.1775
C36H38O18,2803910,757.19836
C40H38O15,4101337,757.21406
C38H46O16,4058395,757.27123
C39H50O15,4250950,757.30795
C40H54O14,35913072,757.34414
C37H28O18,11699597,759.12039
C38H32O17,5262776,759.15686
C38H48O16,7525969,759.28729
C43H48N6O7,2573980,759.35119
C37H30O18,72765144,761.13605
C43H26N2O12,5623522,761.14136
C36H42O18,8421195,761.23
C37H32O18,70539336,763.1516
C51H28N2O6,3866736,763.18728
C56H28O4,4671605,763.19165
C39H40O16,3727516,763.22433
C40H44O15,5011656,763.26078
C36H30O19,6478238,765.13106
C40H26N6O11,4540864,765.15902
C37H34O18,4692426,765.16724
C48H26N6O5,2533860,765.18896
C39H42O16,3090979,765.24028
C40H46O15,15524431,765.27642
C36H32O19,6830911,767.14673
C51H24N6O3,2479979,767.18338
C52H36N2O5,3380163,767.25491
C32H44N6O16,5174235,767.27429
C40H48O15,41397232,767.29213
C36H34O19,7009529,769.16198
C38H42O17,3004757,769.23524
C60H34O1,8316268,769.25356
C39H46O16,6507906,769.27138
C47H46O10,3327400,769.30205
C40H50O15,35435952,769.30773
C41H54O14,4697564,769.34408
C36H36O19,4361938,771.17771
C33H40O21,16146157,771.19904
C39H48O16,3764059,771.28663
C47H48O10,3825538,771.31767
C40H52O15,32440200,771.32336
C41H56O14,6119351,771.35978
C39H34O17,3883180,773.17234
C36H38O19,2585799,773.19344
C40H38O16,18622682,773.20876
C51H38N2O6,2581795,773.26583
C39H50O16,4448594,773.30278
C40H54O15,9693569,773.33926
C37H28O19,15479391,775.11517
C38H32O18,7623310,775.1516
C40H40O16,2758380,775.22418
C37H30O19,18758796,777.13088
C38H34O18,5303484,777.16729
C40H42O16,2690330,777.23989
C37H32O19,6923991,779.14662
C38H36O18,6338311,779.18297
C53H28N6O2,3495735,779.21977
C40H44O16,4716390,779.25581
C41H48O15,2639767,779.29215
C42H52O14,3162054,779.32877
C30H31N5O20,3013632,780.14919
C49H22N2O9,3005710,781.12532
C37H34O19,3002687,781.16224
C40H46O16,11260367,781.27131
C33H46N6O16,5198312,781.28986
C41H50O15,3532288,781.30742
C36H32O20,3781523,783.14163
C61H36O1,12086335,783.26924
C47H44O11,2497615,783.28113
C40H48O16,22821974,783.28698
C41H52O15,2954376,783.32356
C36H34O20,3722806,785.15707
C40H34O17,4204106,785.17236
C40H50O16,27526906,785.30259
C41H54O15,3393325,785.33913
C51H21N3O7,7420771,786.13031
C53H20N6O3,2959578,787.1521
C40H36O17,4720908,787.18785
C47H48O11,3047862,787.31204
C40H52O16,26087870,787.31827
C41H56O15,9359857,787.35464
C51H23N3O7,3313203,788.14618
C38H30O19,2554759,789.13087
C39H34O18,4363193,789.16733
C40H38O17,21371884,789.20362
C54H42N6O1,5661857,789.33449
C37H28O20,3558993,791.11018
C52H20N6O4,4243076,791.14704
C40H40O17,2766570,791.2195
C54H36N2O5,2672412,791.25514
C37H30O20,4847980,793.1257
C51H26N2O8,3060127,793.16167
C37H32O20,3673255,795.14164
C38H36O19,6499547,795.17776
C39H40O18,3219727,795.21415
C40H44O17,3716420,795.25042
C40H46O17,5453983,797.26598
C62H38O1,14706874,797.28483
C54H42N2O5,2531540,797.30213
C45H58N4O9,2494836,797.41278
C47H32N2O11,6701977,799.19355
C40H48O17,10298394,799.28175
C41H52O16,2918480,799.31801
C40H34O18,2623218,801.16685
C40H50O17,12804019,801.29756
C41H54O16,2604010,801.33413
C39H32O19,2769521,803.14648
C53H28N2O7,2589350,803.18211
C51H23N3O8,3366977,804.14088
C52H26N2O8,2686529,805.16157
C40H38O18,6870648,805.19854
C41H42O17,7599791,805.23506
C38H32O20,2681334,807.14121
C41H44O17,3226269,807.25067
C42H64O15,3194779,807.41736
C38H36O20,2961952,811.17258
C56H48N2O4,2635577,811.3541
C40H46O18,3200717,813.26128
C42H54O16,2537279,813.334
C43H58O15,2611064,813.37
C44H62O14,3252145,813.407
C40H48O18,2585380,815.27668
C43H60O15,5647311,815.38592
C57H22O7,11493007,817.12928
C40H34O19,3270339,817.16186
C55H34N2O6,2677557,817.23445
C54H38N6O3,3029907,817.29334
C39H32O20,3224332,819.14104
C40H36O19,2800456,819.17789
C41H40O18,2917249,819.21382
C40H38O19,4036579,821.19344
C41H42O18,9766942,821.22992
C42H62O16,151198000,821.39644
C45H56N6O9,13927886,823.40356
C49H55N5O7,2864163,824.40292
C42H50O17,2898385,825.29781
C40H24N6O15,5225845,827.12279
C30H52O26,3161698,827.26767
C53H26N2O9,3695714,833.15647
C49H30N4O10,2880665,833.18885
C42H42O18,2604252,833.22964
C53H20N6O6,3129677,835.13697
C40H36O20,3094922,835.17297
C42H60O17,3496669,835.37545
C41H42O19,7352061,837.22454
C42H62O17,19218454,837.39143
C43H54O17,2590230,841.32862
C40H24N6O16,7693817,843.1179
C40H56N6O14,2625463,843.37848
C54H28N2O9,3404051,847.17219
