formula,intensity,m/z
C33H36O15,10406880,671.19827
C32H36N2O14,2225129,671.20961
C34H40O14,32001020,671.23458
C35H44O13,6835226,671.271
C25H23N1O21,5174933,672.06921
C30H27N1O17,2509502,672.1209
C31H30O17,3838447,673.14099
C32H34O16,7741964,673.17743
C28H38N2O17,1632806,673.2096
C33H38O15,13406761,673.21385
C19H42N6O20,1616956,673.23783
C34H42O14,6320710,673.25031
C31H33N1O16,1414957,674.17296
C28H12N4O17,1342420,675.01269
C50H12O4,1351680,675.06614
C51H16O3,5763101,675.10237
C30H28O18,3637292,675.12034
C31H32O17,2718793,675.15663
C35H32O14,1632342,675.17216
C32H36O16,6901863,675.19303
C36H36O13,2681971,675.20823
C33H40O15,2130052,675.22918
C33H56O14,1929454,675.35966
C31H23N3O15,1914701,676.10534
C29H27N1O18,1438037,676.11581
C50H14O4,3280492,677.08193
C33H26O16,4341383,677.115
C32H26N2O15,1370512,677.1261
C30H30O18,4028056,677.13608
C34H30O15,2349733,677.15117
C31H34O17,2807478,677.1722
C35H34O14,4302530,677.18768
C34H34N2O13,1365707,677.19858
C45H30N2O5,1776851,677.20822
C36H38O13,10096352,677.22408
C37H42O12,1459710,677.26009
C41H78N2O5,1859592,677.58369
C28H25N1O19,1626541,678.0951
C22H25N5O20,2438579,678.10191
C42H81N1O5,1576785,678.60412
C32H24O17,1321703,679.09427
C29H28O19,1628408,679.11525
C33H28O16,7472389,679.13046
C30H32O18,4353303,679.15169
C34H32O15,9594147,679.16684
C35H36O14,5305665,679.20323
C36H40O13,3315040,679.23979
C32H26O17,2253687,681.10962
C33H30O16,118123416,681.14616
C34H34O15,33794996,681.18254
C35H38O14,7334867,681.21887
C36H42O13,4322290,681.25538
C37H46O12,3223568,681.29162
C32H28O17,5147162,683.12544
C23H32N4O20,5251634,683.15384
C28H32N2O18,3093046,683.1575
C33H32O16,33485368,683.16181
C37H28N6O8,2055760,683.18954
C34H36O15,8979032,683.19811
C35H40O14,4141687,683.23445
C36H44O13,9421462,683.27095
C37H48O12,8901301,683.30745
C28H15N1O20,2730251,684.01148
C27H31N3O18,1749380,684.15322
C35H26O15,5337278,685.12004
C32H30O17,5140688,685.14115
C36H26N6O9,1820904,685.16881
C33H34O16,4301039,685.17756
C32H34N2O15,1497849,685.18843
C34H38O15,29817102,685.21388
C35H42O14,5896494,685.25031
C36H46O13,23738700,685.28664
C45H16N6O3,1998713,687.12083
C31H24N6O13,2328452,687.13275
C32H32O17,3628953,687.15675
C31H32N2O16,1797538,687.16784
C33H36O16,4896696,687.19304
C29H40N2O17,2011092,687.22519
C34H40O15,20414424,687.22949
C35H44O14,5994487,687.26582
C40H80O8,3021062,687.57817
C44H14N6O4,1587253,689.10012
C31H30O18,3860052,689.1359
C32H34O17,2721396,689.17229
C33H38O16,2829972,689.20871
C34H42O15,4456116,689.24509
C22H24N6O20,3630355,691.09722
C35H32O15,2514256,691.16655
C45H28N2O6,1542498,691.18737
C36H36O14,7032177,691.20319
C37H40O13,1733009,691.2396
C33H26O17,3271697,693.10992
C30H30O19,3344420,693.1311
C34H30O16,3032114,693.14609
C35H34O15,3055698,693.18248
C36H38O14,10142835,693.21894
C37H42O13,2108563,693.25519
C41H17N3O9,1491327,694.08925
C33H28O17,5864230,695.12544
C38H24N4O10,2472757,695.14223
C30H32O19,16751417,695.14665
C34H32O16,6880071,695.16178
C35H36O15,8059752,695.1982
C36H40O14,9853832,695.23465
C37H44O13,2006953,695.27119
C38H48O12,15965130,695.30734
C33H30O17,9507406,697.14113
C34H34O16,4119152,697.17738
C35H38O15,6517393,697.21387
C36H42O14,9446066,697.25021
C37H46O13,7631571,697.2866
C38H50O12,22323956,697.32297
C32H70N6O10,3223454,697.5082
C27H25N1O21,4281775,698.08467
C23H24O25,1916203,699.05314
C31H20N6O14,1583443,699.09658
C32H28O18,3934569,699.1205
C33H32O17,11684234,699.15674
C34H36O16,5194156,699.19303
C35H40O15,5614029,699.22947
C36H44O14,15501807,699.26585
C45H40N4O4,2198029,699.29784
C37H48O13,21768720,699.30226
C41H44N6O5,2137642,699.32978
C35H43N1O14,2943369,700.26098
C49H18O6,4864154,701.10313
C30H26N2O18,1462433,701.11045
C35H26O16,10268836,701.11492
C32H30O18,1787064,701.13576
C36H30O15,1696967,701.15103
C33H34O17,3813595,701.17231
C55H26O1,1802476,701.19135
C34H38O16,7037181,701.20883
C35H42O15,5994783,701.24508
C36H46O14,5089601,701.2816
C40H42N6O6,1658202,701.3093
C36H20N2O14,2318301,703.08401
C30H20N6O15,1582051,703.09122
C31H24N6O14,5392389,703.12759
C36H24N4O12,2666505,703.13171
C32H32O18,1510429,703.15186
C33H36O17,2461759,703.18831
C34H40O16,5888097,703.22432
C35H44O15,1447044,703.26107
C54H40O1,2559145,703.30045
C36H19N1O15,1428351,704.0683
C30H26O20,1720143,705.09471
C34H26O17,1704797,705.10948
C45H18N6O4,1697650,705.13137
C35H30O16,4509568,705.14599
C36H34O15,1490851,705.18252
C37H38O14,1960902,705.21887
C53H54O1,1681532,705.41007
C51H16O5,3050186,707.09231
C33H20N6O13,2773715,707.10181
C48H16N6O2,2584298,707.12603
C35H32O16,3135245,707.16189
C36H36O15,6567728,707.19822
C21H40N8O19,4802386,707.23341
C55H32O1,34834260,707.23791
C33H22N6O13,1566835,709.11697
C34H30O17,2456202,709.14109
C45H22N6O4,2025631,709.16281
C35H34O16,3223213,709.1772
C36H38O15,6514385,709.21384
C37H42O14,5558005,709.2501
C38H46O13,2376472,709.28653
C39H50O12,2576187,709.32292
C27H29N5O18,1473629,710.14331
C28H33N5O17,1424001,710.18009
C33H28O18,2961948,711.12048
C30H32O20,30856752,711.14147
C34H32O17,4572735,711.15661
C31H36O19,2730580,711.17787
C35H36O16,5273188,711.19295
C36H40O15,11495047,711.22936
C37H44O14,4376235,711.26594
C38H48O13,39982800,711.30224
C39H52O12,3446515,711.33874
C31H18N6O15,2179498,713.07603
C33H30O18,3145189,713.13608
C37H30O15,13712885,713.15131
C34H34O17,3573258,713.17223
C35H38O16,3154478,713.20893
C36H42O15,8076882,713.24507
C37H46O14,6229622,713.28149
C38H50O13,56155804,713.31788
C40H17N3O11,1744274,714.07873
C33H29N7O12,2358774,714.17979
C36H28O16,2852271,715.13042
C33H32O18,3036613,715.1518
C37H32O15,2779604,715.16686
C34H36O17,3084777,715.18833
C35H40O16,3608078,715.22435
C36H44O15,13608498,715.26075
C37H48O14,2809431,715.29726
C41H44N6O6,3669619,715.32485
C30H26N2O19,1860986,717.10558
C36H30O16,42937764,717.14616
C35H42O16,1705474,717.23987
C36H46O15,2810408,717.27668
C35H28O17,4459912,719.12543
C26H32N4O20,2725284,719.1534
C36H32O16,3616173,719.16196
C34H40O17,5088744,719.21934
C38H40O14,1894903,719.23429
C40H48O12,7505474,719.30738
C30H26O21,1686896,721.08944
C34H26O18,2101632,721.10446
C24H34O25,3243420,721.13165
C35H30O17,8646053,721.14107
C32H34O19,1471675,721.16213
C36H34O16,2593227,721.17713
C37H38O15,3184113,721.21345
C56H34O1,2268698,721.25344
C40H50O12,5686883,721.32305
C44H33N7O4,1446953,722.25226
C34H28O18,2843060,723.12039
C34H24N6O13,5643713,723.13312
C35H32O17,4763098,723.15674
C55H32O2,67012136,723.23283
C38H44O14,1896012,723.26593
C43H44N6O5,1448591,723.33017
C40H52O12,7726744,723.33856
C41H35N5O8,2390605,724.24094
C29H26O22,2843079,725.08423
C34H30O18,3065341,725.13599
C31H34O20,2219540,725.15701
C35H34O17,5582372,725.17245
C36H38O16,4255306,725.20869
C26H46O23,1781351,725.23563
C37H42O15,8834673,725.24525
C38H46O14,5531287,725.28154
C39H50O13,7564990,725.31788
C40H54O12,3258084,725.35442
C55H50O1,1619198,725.37854
C29H37N5O17,1735282,726.21147
C37H28O16,5221959,727.13047
C34H32O18,2583133,727.15173
C35H36O17,3604099,727.18787
C39H32N6O9,1524385,727.21567
C36H40O16,4679339,727.2244
C37H44O15,5027538,727.26084
C38H48O14,11790073,727.29717
C39H52O13,8455967,727.33367
C50H80O3,3928129,727.60341
C49H14O8,1918048,729.06153
C31H18N6O16,4161131,729.07091
C37H30O16,67870392,729.14611
C34H34O18,2019027,729.16752
C35H38O17,3467002,729.20354
C36H42O16,5240609,729.24002
C37H46O15,11718472,729.2764
C38H50O14,9490288,729.31292
C54H21N1O3,3031797,730.14471
C36H28O17,4962080,731.12561
C27H32N4O20,6133567,731.15361
C45H24N4O7,4826946,731.15697
C37H32O16,51980104,731.1618
C34H36O18,2654047,731.18284
C36H44O16,3542958,731.2558
C40H44O13,1862591,731.27107
C37H48O15,2292694,731.29228
C26H23N1O24,1585431,732.05395
C48H14O9,3244901,733.05661
C35H26O18,4362138,733.10485
C36H30O17,20672450,733.14107
C27H34N4O20,3555297,733.1692
C37H34O16,7729130,733.17747
C40H46O13,7397474,733.2867
C26H25N1O24,2511811,734.06967
C38H24O16,17143866,735.09937
C35H28O18,5001298,735.12023
C39H24N6O10,3135601,735.14812
C36H32O17,12572794,735.15661
C37H36O16,2350242,735.1928
C57H36O1,12450040,735.26928
C48H40N4O4,4684055,735.29735
C40H48O13,44595484,735.3022
C35H30O18,13058337,737.13596
C36H34O17,13099338,737.17235
C56H34O2,5755296,737.24869
C30H50N4O17,4063716,737.30968
C40H50O13,32670190,737.3179
C34H28O19,1828317,739.11512
C35H32O18,4538887,739.15158
C32H36O20,1649183,739.17279
C36H36O17,5653040,739.18788
C47H28N6O4,1586761,739.20999
C37H40O16,3576409,739.22415
C30H40N6O16,6392431,739.24303
C40H52O13,78760664,739.33353
C37H26O17,1614530,741.10957
C47H22N2O8,1955545,741.13046
C35H34O18,5464835,741.16715
C39H34O15,1936149,741.18261
C37H42O16,4864855,741.24005
C38H46O15,5081985,741.27639
C39H50O14,3746731,741.31284
C43H46N6O6,6624202,741.34071
C40H54O13,24409044,741.34919
C29H37N5O18,1596335,742.20634
C45H81N3O5,1646976,742.60998
C37H28O17,17333204,743.1253
C43H24N2O11,2137051,743.13046
C38H32O16,2999295,743.16213
C39H36O15,2158634,743.19849
C36H40O17,2820162,743.21945
C37H44O16,5280876,743.25558
C38H48O15,11754646,743.29209
C50H80O4,14605817,743.59852
C37H30O17,115631360,745.14107
C38H34O16,2489642,745.1772
C35H38O18,1745731,745.19849
C36H42O17,4105582,745.23491
C37H46O16,6940057,745.27138
C38H50O15,7636419,745.30766
C37H16O18,26897834,747.02672
C36H28O18,6491672,747.12054
C37H32O17,251948608,747.15666
C40H44O14,3028676,747.26577
C25H31N7O20,9040609,748.1549
C37H18O18,2731778,749.0424
C35H26O19,2967366,749.09991
C36H30O18,14055281,749.13605
C35H26N8O12,6977422,749.15941
C27H34N4O21,17102738,749.16395
C37H34O17,18085788,749.17243
C38H38O16,2047944,749.20847
C39H42O15,1806323,749.24497
C40H46O14,19347488,749.2815
C46H42N2O8,2549797,749.28656
C31H33N3O19,2688063,750.16335
C35H28O19,2777271,751.11496
C36H32O18,15958243,751.1516
C37H36O17,3172623,751.18808
C57H36O2,36094316,751.26417
C40H48O14,103252368,751.29711
C28H47N7O17,3982921,752.29527
C26H51N5O20,3925590,752.30565
C35H30O19,4821569,753.13087
C36H34O18,31279724,753.16727
C38H42O16,3123910,753.24015
C31H42N6O16,21588700,753.2587
C39H46O15,4190962,753.27663
C30H50N4O18,7805716,753.30436
C40H50O14,58198816,753.31284
C46H46N2O8,4786980,753.31803
C34H21N5O16,3524308,754.0907
C35H32O19,4457442,755.14651
C39H32O16,2102261,755.1619
C36H36O18,7369743,755.18305
C33H40O20,9712681,755.20416
C37H40O17,1840700,755.21949
C59H32O1,11510866,755.23792
C38H44O16,3714152,755.25569
C40H52O14,162043072,755.32843
C28H51N7O17,6068625,756.32656
C26H55N5O20,5650846,756.33698
C37H26O18,2343765,757.10451
C38H30O17,1837442,757.14123
C39H34O16,3114415,757.17739
C40H38O15,2696669,757.21403
C38H46O16,4005412,757.27143
C39H50O15,4574801,757.30792
C43H46N6O7,12566131,757.33549
C40H54O14,40820352,757.34412
C32H33N5O17,1624719,758.18017
C37H28O18,33597224,759.12034
C43H24N2O12,3098413,759.12563
C52H24O7,3784517,759.14486
C38H32O17,6809428,759.15649
C37H44O17,3817418,759.25056
C38H48O16,10024951,759.2871
C43H48N6O7,3063880,759.35117
C37H30O18,130396432,761.13601
C38H34O17,8601919,761.17236
C39H38O16,1939821,761.20884
C36H42O18,4440456,761.22978
C40H42O15,1893787,761.24496
C38H50O16,2434532,761.30237
C42H50O13,1849847,761.31816
C37H32O18,348961568,763.15159
C38H36O17,6896450,763.18767
C40H44O15,5378976,763.26074
C52H80N2O2,1972069,763.61488
C36H30O19,6245633,765.13091
C27H34N4O22,22398244,765.15888
C37H34O18,11183408,765.16753
C38H38O17,2147679,765.20363
C40H46O15,30606782,765.27641
C46H42N2O9,2688452,765.2817
C41H50O14,3007980,765.31282
C35H29N1O19,2988552,766.12599
C31H33N3O20,3639858,766.15846
C36H32O19,7024438,767.14661
C57H36O3,27594696,767.25924
C32H44N6O16,35246044,767.27433
C40H48O15,106942448,767.29209
C35H30O20,3003733,769.12578
C36H34O19,8796549,769.16222
C40H34O16,3066264,769.17758
C37H38O18,2082229,769.19876
C60H34O1,39492092,769.25359
C39H46O16,7281172,769.27119
C47H46O10,7551548,769.30179
C40H50O15,76405312,769.30771
C41H54O14,5268084,769.34436
C39H32O17,2260945,771.15702
C36H36O19,5104620,771.17782
C33H40O21,14124040,771.19897
C38H44O17,2473036,771.25032
C31H48N8O15,6131876,771.3164
C40H52O15,47195308,771.32336
C41H56O14,9221342,771.35973
C51H14N6O4,2659824,773.1
C38H30O18,3069472,773.13573
C39H34O17,4914769,773.17217
C36H38O19,1835629,773.19307
C40H38O16,8150658,773.20877
C37H42O18,1839774,773.23022
C38H46O17,2788047,773.26602
C39H50O16,2691840,773.30274
C30H54N4O19,3255077,773.33113
C40H54O15,11476784,773.33906
C37H28O19,35289224,775.11521
C52H24O8,9455786,775.13976
C38H32O18,10655930,775.15172
C39H36O17,1883371,775.18772
C54H28N6O1,2251038,775.22481
C44H26O14,3040053,777.12508
C37H30O19,31966012,777.13091
C38H34O18,14238575,777.16721
C39H38O17,2105249,777.20382
C40H42O16,2389970,777.2401
C42H50O14,1727541,777.31273
C39H41N1O16,2081061,778.23527
C36H28O20,2077144,779.11012
C44H28O14,2184707,779.14056
C37H32O19,15699467,779.14656
C38H36O18,13692476,779.18296
C44H32N2O12,1887813,779.18856
C39H40O17,2780783,779.21955
C40H44O16,3378849,779.25543
C59H40O2,4075225,779.29594
C42H52O14,1671942,779.32816
C39H22N6O13,8108213,781.11749
C36H30O20,2640320,781.12577
C37H34O19,3109106,781.16198
C38H38O18,2149669,781.19817
C40H46O16,15907211,781.27133
C33H46N6O16,46487972,781.28996
C46H24O13,2867101,783.1147
C34H40O21,8094739,783.19892
C61H36O1,67478648,783.26924
C54H40O6,6055038,783.27491
C47H44O11,5809287,783.28117
C40H48O16,45212816,783.28699
C41H52O15,3601602,783.32345
C35H47N1O19,2992627,784.26691
C39H30O18,1869504,785.13568
C36H34O20,5035743,785.15703
C40H34O17,6137588,785.17259
C47H46O11,8007590,785.29689
C40H50O16,71839664,785.30264
C41H54O15,3239905,785.33888
C47H20N2O11,2886061,787.0998
C39H32O18,5128695,787.15162
C40H36O17,3132972,787.18833
C41H40O16,2816608,787.22454
C31H48N8O16,5024477,787.31138
C40H52O16,32652006,787.31823
C41H56O15,12008219,787.35463
C46H19N3O11,2327872,788.09448
C50H75N7O1,1959442,788.59593
C38H30O19,3845398,789.13089
C35H34O21,3202355,789.15193
C39H34O18,8275274,789.16729
C40H38O17,8373630,789.2035
C54H34N2O5,2351538,789.23945
C40H54O16,9664058,789.3339
C37H28O20,8192076,791.11006
C52H20N6O4,6328450,791.14701
C39H36O18,2700471,791.18326
C40H40O17,2527468,791.21956
C41H44O16,2063648,791.25558
C38H27N5O15,2130482,792.14325
C37H30O20,5643219,793.1259
C38H34O19,6401033,793.16227
C40H42O17,2169972,793.23481
C54H38N2O5,1995945,793.2709
C37H32O20,7587702,795.14147
C38H36O19,16811948,795.17778
C40H44O17,2377752,795.25061
C59H40O3,14231635,795.29051
C34H48N6O16,2484330,795.3057
C42H52O15,2312323,795.32311
C37H34O20,3795764,797.15723
C62H38O1,91845616,797.28487
C44H62O13,1944754,797.41181
C60H21N3O1,2293015,798.16102
C36H49N1O19,4192717,798.28235
C26H32N4O25,2916042,799.12829
C34H40O22,22355756,799.1939
C40H48O17,16621490,799.28179
C54H44N2O5,3293160,799.31781
C56H52N2O3,3372118,799.39052
C36H34O21,6691529,801.15205
C40H34O18,4453089,801.16743
C47H46O12,3115934,801.29146
C40H50O17,22006694,801.29757
C41H54O16,2614238,801.33381
C39H32O19,4376246,803.14676
C40H36O18,3324653,803.1829
C41H40O17,3716901,803.21933
C42H44O16,1928029,803.25553
C54H40N6O2,3719094,803.31367
C39H34O19,6296283,805.16226
C40H38O18,3896084,805.19867
C41H42O17,6153036,805.23487
C38H32O20,4665057,807.14127
C41H44O17,2054027,807.25047
C43H44N4O12,1900998,807.2879
C37H30O21,1999615,809.12072
C38H34O20,2645816,809.15725
C39H38O19,4066162,809.19353
C37H32O21,3100526,811.13659
C38H36O20,9693095,811.17277
C59H40O4,16181337,811.28538
C63H40O1,4577393,811.30026
C56H39N5O2,2032297,812.30293
C52H26N6O5,2654253,813.18894
C62H38O2,2147518,813.2799
C41H50O17,2629850,813.29714
C43H58O15,2067792,813.37067
C44H62O14,2502024,813.4066
C55H24N6O3,1991848,815.18352
C39H36N4O16,2183371,815.20514
C42H40O17,3053793,815.21912
C40H48O18,4243774,815.27715
C54H44N2O6,2633079,815.31254
C43H60O15,5947885,815.38608
C40H34O19,3859742,817.16195
C55H26N6O3,2193754,817.19924
C42H42O17,2434450,817.23453
C40H50O18,3771887,817.29214
C39H32O20,6724010,819.1414
C40H36O19,5405156,819.17759
C41H40O18,3058207,819.2139
C42H44O17,2192987,819.25083
C42H60O16,2361135,819.38098
C39H34O20,5582470,821.15714
C53H30N2O8,2888383,821.193
C41H42O18,5592829,821.23016
C55H38N2O6,1995574,821.2655
C42H62O16,71338000,821.39647
C41H41N7O12,2053549,822.27388
C51H24N2O10,2328376,823.13548
C53H24N6O5,3312502,823.17322
C41H44O18,1918444,823.24524
C45H56N6O9,6276337,823.40368
C51H26N2O10,2137147,825.15169
C39H38O20,5943417,825.18844
C41H46O18,2136304,825.26084
C42H20N8O12,3420408,827.11317
C27H32N4O26,5109000,827.12306
C34H36O24,2626873,827.15237
C43H44N2O15,2084344,827.26693
C41H34O19,1962584,829.16246
C38H38O21,2130556,829.18337
C42H54O17,2613103,829.32919
C48H45N7O7,1945090,830.33083
C46H24O16,1955599,831.09952
C40H32O20,2762581,831.14139
C41H36O19,3403666,831.17774
C42H40O18,3157968,831.21423
C40H34O20,4017313,833.15687
C49H30N4O10,3118294,833.18865
C42H42O18,2879772,833.2298
C39H32O21,6054336,835.13615
C40H36O20,5255678,835.1728
C57H36N6O2,1932985,835.28245
C41H42O19,4136874,837.22496
C57H38N6O2,1955367,837.29807
C42H62O17,5525703,837.39123
C50H33N1O12,1964580,838.1934
C61H44O4,9637291,839.31675
C52H30N2O10,2767414,841.18298
C49H34N2O12,3622491,841.20427
C43H54O17,2064178,841.32907
C58H20O8,4749110,843.10863
C40H24N6O16,9631557,843.11772
C41H34O20,2169111,845.15692
C51H30N2O11,2772281,845.17757
C42H38O19,1946966,845.1934
C41H38N2O18,2202984,845.20431
C49H25N3O12,2032062,846.13651
C41H36O20,4410061,847.1729
C42H40O19,3527436,847.20901
C40H34O21,2608207,849.15192
C58H30N2O6,1960104,849.2027
C39H32O22,3423712,851.13147
C40H36O21,4767264,851.16768
C54H30O11,2297830,853.17161
C61H44O5,11578024,855.31165
C42H34O20,6383468,857.15717
C47H24O17,3211483,859.09397
C58H20O9,4914411,859.10317
C69H16O1,9860348,859.11279
C55H28N2O9,3960165,859.17204
C54H99N7O1,4602011,860.78384
C61H14N6O2,3017440,861.11028
C69H18O1,8803072,861.12844
C54H26N2O10,2234154,861.15149
C42H38O20,3816300,861.18869
C54H28N2O10,4172088,863.16718
C42H40O20,3307896,863.20393
C53H26N2O11,2410252,865.14644
C45H38O18,33124200,865.19857
C44H36O19,7818565,867.17751
C48H32N6O11,3327352,867.20535
C43H48O19,2243056,867.27208
C37H35N5O20,3918926,868.18035
C42H43N7O14,8021249,868.27958
C43H34O20,2484010,869.15718
C36H34N6O20,2382666,869.17528
C43H36O20,4057431,871.17287
C42H34O21,10745670,873.15195
C43H38O20,2914183,873.1887
C42H36O21,6337918,875.16802
C57H28N6O5,2368960,875.2045
C61H14N6O3,4346669,877.10529
C42H38O21,4369339,877.18359
C62H24O7,5163418,879.14512
C64H64O3,4058101,879.47845
C44H34O20,4308952,881.15693
C58H30N2O8,5541913,881.1927
C44H36O20,146910752,883.17264
C63H48O5,5246806,883.3433
C43H34O21,7150634,885.15185
C47H30N6O13,12934235,885.17978
C43H36O21,12192376,887.16772
C41H44O22,5802720,887.22516
C42H34O22,5101700,889.14703
C43H38O21,11077830,889.18302
C62H74N4O1,2415509,889.57869
C42H36O22,6411989,891.16251
C42H38O22,3805477,893.17812
C46H38O19,4097345,893.19327
C62H24O8,3334932,895.13983
C44H34O21,11960670,897.15163
C50H26N8O10,2846080,897.17017
C58H30N2O9,9310623,897.1878
C67H21N3O2,5523582,898.15567
C47H29N7O13,2708642,898.17512
C44H36O21,626139072,899.16753
C63H48O6,3786979,899.3377
C43H34O22,12656056,901.14703
C47H30N6O14,65023468,901.17449
C43H36O22,20560900,903.16253
C47H36O19,2774049,903.17798
C42H34O23,3752460,905.14191
C43H38O22,17623628,905.17826
C42H36O23,5652560,907.15717
C46H38O20,9791150,909.18863
C47H42O19,21047024,909.22485
C46H40O20,2963691,911.20442
C63H28N8O1,2715932,911.23116
C44H34O22,30196382,913.147
C45H38O21,40190688,913.18334
C51H98N2O11,2898582,913.70934
C44H36O22,895127744,915.16254
C46H44O20,2754900,915.23569
C47H30N6O15,91561712,917.16931
C42H46O23,4601701,917.2356
C68H25N1O4,18261492,918.17064
C52H41N1O15,2933362,918.23994
C43H36O23,8510689,919.15753
C61H24N6O5,4549885,919.17322
C49H36N4O15,2284097,919.21016
C44H31N3O20,2652106,920.14323
C66H23N3O4,4314091,920.16141
C43H38O23,25557760,921.17313
C68H20N4O2,2586835,923.15105
C57H28N6O8,2958616,923.18951
C47H42O20,77780800,925.21973
C45H36O22,3081410,927.1628
C59H32N2O10,3310849,927.19846
C50H36N6O13,9622835,927.2263
C42H39N7O18,3314726,928.2275
C44H34O23,43184764,929.14191
C45H38O22,65172156,929.17824
C44H36O23,18374764,931.15752
C47H36N2O19,7229594,931.18385
C46H44O21,2693356,931.22997
C56H26N2O13,2829838,933.13591
C44H38O23,2772561,933.17309
C57H24N6O9,4322281,935.15292
C45H36N4O19,3220522,935.18987
C53H31N1O16,2495178,936.15686
C43H38O24,19540404,937.16799
C66H16N6O3,5928706,939.12076
C43H32N4O21,3056434,939.14847
C47H40O21,2701194,939.19899
C62H32N6O5,5298123,939.2358
C47H52N6O15,3537027,939.34173
C47H42O21,76498232,941.21454
C45H36O23,5016152,943.157
C46H40O22,3173017,943.19419
C63H28N8O3,8594119,943.22097
C66H48N4O3,4064191,943.36507
C45H38O23,6041575,945.17317
C44H36O24,7957799,947.15253
C45H40O23,12127588,947.1888
C71H64O2,2817884,947.4838
C44H38O24,3467921,949.16791
C64H26O10,9180373,953.14548
C74H21N1O2,4035434,954.14948
C47H40O22,2894398,955.19379
C48H44O21,7193211,955.23
C71H31N3O2,3483909,956.23416
C46H38O23,3301150,957.17299
C50H34N6O15,2924364,957.20117
C47H42O22,25800538,957.20938
C46H40O23,3025956,959.18858
C50H36N6O15,3428434,959.2163
C72H26N4O1,3153172,961.20297
C67H30N8O1,2657627,961.24684
C69H29N3O4,3233662,962.20836
C45H40O24,7177650,963.18346
C56H27N3O14,3019717,964.14172
C64H15N3O9,3533943,968.07339
C67H18N6O4,2927372,969.13168
C64H26O11,20675354,969.14024
C42H38N2O25,2570055,969.16919
C62H38N2O10,3468225,969.24529
C49H28N6O17,2774907,971.14422
C60H32N2O12,3274688,971.18793
C62H32N6O7,4648955,971.2257
C77H19N1O1,2583960,972.13908
C46H38O24,3562466,973.16833
C47H42O23,10454044,973.20458
C52H29N7O14,3056123,974.16964
C52H64O18,3111280,975.4019
C46H42O24,6028352,977.19947
C45H40O25,3266570,979.17867
C48H44O23,2707135,987.21964
C59H36N6O10,3034847,987.24202
C55H43N1O17,2712718,988.24596
C68H93N5O1,2975867,994.73074
C43H91N5O20,2695850,996.61834
C76H22O4,14278010,997.14439
C68H54O8,6557365,997.37451
C49H57N7O16,4291595,998.37856
C42H34O29,2670177,1001.11102
C68H54O9,14225186,1013.36943
C56H29N3O17,8635074,1014.14272
C48H32N6O21,3090390,1027.15459
C54H30O22,9511876,1029.11569
C58H100N6O14,2928907,1103.72245
C70H120O9,3008797,1103.88629
C67H78N2O14,2803312,1133.53824
C66H100O17,2625356,1163.68894
C69H96N4O12,2709279,1171.6947
C36H26N6O40,2682915,1181.01125
C77H142N2O9,2705941,1238.06402
C37H28N6O44,2923900,1259.00643
C88H90N6O3,2410206,1277.7003
C51H16O42,2354205,1298.90434
C39H32N6O46,2347328,1319.02722
C77H118O18,2561590,1329.82417
C77H158N6O11,2420966,1342.19175
C92H162O5,2454534,1346.23483
C66H23N3O33,2402590,1384.01369
C91H162O11,2318240,1430.20416
C84H126O21,2124446,1469.87219
C54H44N2O47,2440325,1471.10372
C99H177N7O2,2234632,1495.38921
C99H173N1O10,2120900,1535.29894
C118H158O3,2077870,1622.21399
C51H24N2O60,2116782,1622.88107
C96H163N1O20,2465203,1649.16948
C104H174N2O19,2310559,1754.26396
