,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,18O
1879,4838,205.15928261045065,205.15983324210714,205.1597887965907,5746421.345244441,1705.0311021120824,753519.1999938587,5.363753479771757,-1,0.21663853671186328,0.7704852612092148,0.0,0.46229115672552884,4.0,1.5714285714285714,0.07142857142857142,O1,de-protonated,0.0,,C14 H22 O1,14.0,22.0,1.0,,,,,
1880,4839,205.08638405155125,205.08693450540628,205.0870177778221,3400872.7690755264,931.0267567395658,753787.4498314097,3.1744005622709714,-1,-0.40603455413118034,0.40015174564023887,0.0,0.2400910473841433,6.0,1.1666666666666667,0.25,O3,de-protonated,0.0,,C12 H14 O3,12.0,14.0,3.0,,,,,
1881,4840,205.0823993783729,205.08294982250786,205.0829950258295,29785465.100604128,9047.439859832366,753801.7002386162,27.801980133635617,-1,-0.22041477221301092,0.7634529866805928,0.0,0.4580717920083557,2.0,2.0,0.7142857142857143,N2 O5,de-protonated,0.0,,C7 H14 O5 N2,7.0,14.0,5.0,,2.0,,,
1882,4842,205.07114211960211,205.07169253627566,205.07176163653722,8060580.018465137,2218.801782016083,753843.4502201366,7.523806822623785,-1,-0.3369564927122839,0.532178676054224,0.0,0.3193072056325344,2.0,1.75,0.75,O6,de-protonated,0.0,,C8 H14 O6,8.0,14.0,6.0,,,,,
1883,4844,205.05005642792787,205.05060679316108,205.05063226843782,10958047.37281975,3357.2638186611794,753920.9503100486,10.228324934110008,-1,-0.12423895728293112,0.9178220343842106,0.0,0.5506932206305264,7.0,0.9090909090909091,0.36363636363636365,O4,de-protonated,0.0,,C11 H10 O4,11.0,10.0,4.0,,,,,
1884,4846,205.03479115577375,205.03534148376355,205.03537612715292,11635702.09138709,3635.6372183184544,603181.5597927857,10.860853013139113,-1,-0.16896298591987546,0.8533352998936315,0.0,0.5120011799361789,3.0,1.4285714285714286,1.0,O7,de-protonated,0.0,,C7 H10 O7,7.0,10.0,7.0,,,,,
1885,4849,205.01376340036182,205.0143136770458,205.01424675905352,14685543.986350592,4335.673724892879,754054.4494732448,13.707598682146147,-1,0.32640654658427043,0.5532774183850323,0.0,0.33196645103101935,8.0,0.6,0.5,O5,de-protonated,0.0,,C10 H6 O5,10.0,6.0,5.0,,,,,
1886,4851,204.11048813691147,204.11103620593852,204.1111080578007,8478851.335444642,2566.0390275119944,757391.449911366,7.914224457730579,-1,-0.3520232821111176,0.5023558140232403,0.9855774530087,0.6956444696174242,6.0,1.3333333333333333,0.16666666666666666,13C1 O2,de-protonated,1.0,4864.0,C12 H16 O2 13C1,12.0,16.0,2.0,,,1.0,,
1887,4854,204.07022377684905,204.07077174729721,204.0706997964238,4217531.459982897,1206.8889470142162,606032.5597222396,3.936676008495482,-1,0.3525781676489291,0.5012658446581275,0.9956332982514234,0.6990128260954459,3.0,2.0,0.8333333333333334,13C1 N2 O5,de-protonated,1.0,4868.0,C6 H12 O5 N2 13C1,6.0,12.0,5.0,,2.0,1.0,,
1888,4856,204.05084766993753,204.05139559294213,204.05136054425222,11445635.812589109,3484.618552616531,757612.4493295727,10.683443699926533,-1,0.17176405889165308,0.8488226942723572,0.0,0.5092936165634143,3.0,1.5714285714285714,0.8571428571428571,N1 O6,de-protonated,0.0,,C7 H11 O6 N1,7.0,11.0,6.0,,1.0,,,
1889,4863,203.1282633350428,203.12880899514536,203.12888259082783,4509484.294149893,1118.0237510679153,761053.4495011942,4.209187009013812,-1,-0.3623102806793517,0.4822605383744489,0.0,0.2893563230246693,1.0,2.0,0.4,O4,de-protonated,0.0,,C10 H20 O4,10.0,20.0,4.0,,,,,
1890,4864,203.10728275376627,203.1078283623191,203.1077532227284,68849167.22675969,19967.464501556777,761132.4497775154,64.26433742063358,-1,0.3699493963853375,0.48492986994812975,0.9855774530087,0.6851889031723579,6.0,1.2307692307692308,0.15384615384615385,O2,de-protonated,0.0,,C13 H16 O2,13.0,16.0,2.0,,,,,
1891,4865,203.10319289184088,203.1037384903444,203.10373047073583,22538822.600454252,6795.010453074991,761147.6997085304,21.03790879399956,-1,0.039485284456854584,0.991375805302605,0.0,0.594825483181563,2.0,2.0,0.5,N2 O4,de-protonated,0.0,,C8 H16 O4 N2,8.0,16.0,4.0,,2.0,,,
1892,4866,203.09202825646213,203.0925738275319,203.0924970814435,15844744.024061283,4596.29342819299,761189.2002560883,14.789604832142059,-1,0.37788736419837604,0.45233736260084173,0.0,0.27140241756050504,2.0,1.7777777777777777,0.5555555555555556,O5,de-protonated,0.0,,C9 H16 O5,9.0,16.0,5.0,,,,,
1893,4868,203.06672354231702,203.06726905120388,203.0673449613515,59205515.69541249,17215.3471558072,761284.4496874572,55.26287958256942,-1,-0.3738176004089906,0.48067839492851383,0.9956332982514234,0.6866603562576776,3.0,1.7142857142857142,0.7142857142857143,N2 O5,de-protonated,0.0,,C7 H12 O5 N2,7.0,12.0,5.0,,2.0,,,
1894,4870,203.05552037558473,203.05606585693948,203.05611157205922,16888600.05715706,5124.056978979521,761326.4497369253,15.76394800914069,-1,-0.2251354041283054,0.754584047376834,0.0,0.4527504284261004,3.0,1.5,0.75,O6,de-protonated,0.0,,C8 H12 O6,8.0,12.0,6.0,,,,,
1895,4872,203.03438324559343,203.03492867500003,203.03498220395983,5723968.717385647,1763.0884602405247,761405.7000445332,5.342796025806552,-1,-0.2636440243706111,0.6796641439273251,0.0,0.40779848635639504,8.0,0.7272727272727273,0.36363636363636365,O4,de-protonated,0.0,,C11 H8 O4,11.0,8.0,4.0,,,,,
1896,4874,203.01912840566735,203.01967379758003,203.0197260626749,7278319.437008237,2097.1855760488997,761462.9499171703,6.79363883392416,-1,-0.2574385055036409,0.6919842152358194,0.0,0.4151905291414916,4.0,1.1428571428571428,1.0,O7,de-protonated,0.0,,C7 H8 O7,7.0,8.0,7.0,,,,,
1897,4877,202.1273496949226,202.12789289135898,202.1278207507144,4628137.457794656,1284.240690610744,764822.4498693288,4.3199387762701775,-1,0.35690606232509653,0.49278740280469213,0.9895005824797641,0.691472674674721,2.0,2.25,0.375,13C1 N2 O3,de-protonated,1.0,4887.0,C8 H18 O3 N2 13C1,8.0,18.0,3.0,,2.0,1.0,,
1898,4880,202.0714957903275,202.07203884901926,202.0720959891585,17808767.49181772,5099.057293120996,765033.4498374738,16.622839305672276,-1,-0.28277105235049543,0.6413247840928262,0.0,0.3847948704556957,3.0,1.625,0.625,N1 O5,de-protonated,0.0,,C8 H13 O5 N1,8.0,13.0,5.0,,1.0,,,
1899,4883,202.03524798125167,202.03579095053558,202.03571047977422,11564364.883467363,3152.2325431474133,765170.6997088008,10.794266319573163,-1,0.398299692514707,0.4142241493610923,0.0,0.24853448961665536,4.0,1.2857142857142858,0.8571428571428571,N1 O6,de-protonated,0.0,,C7 H9 O6 N1,7.0,9.0,6.0,,1.0,,,
1900,4887,201.12383689422325,201.12437761156988,201.1244659156421,54101063.899434514,15360.15213633328,768638.2000785349,50.49834537282824,-1,-0.4390518668103141,0.41773935227912484,0.9895005824797641,0.6464438443593805,2.0,2.0,0.3333333333333333,N2 O3,de-protonated,0.0,,C9 H18 O3 N2,9.0,18.0,3.0,,2.0,,,
1901,4888,201.1126788640451,201.11321955377602,201.11323252634983,13470724.51366588,3967.0406241755068,768681.1999772718,12.57367692764418,-1,-0.06450383025734527,0.9771498655507965,0.0,0.5862899193304779,2.0,1.8,0.4,O4,de-protonated,0.0,,C10 H18 O4,10.0,18.0,4.0,,,,,
1902,4889,201.08760780761847,201.08814843529532,201.0880804062578,15637112.291594496,4549.866307098911,768776.6997509446,14.59579979060061,-1,0.338304674170724,0.5294939047357273,0.0,0.3176963428414364,3.0,1.75,0.5,N2 O4,de-protonated,0.0,,C8 H14 O4 N2,8.0,14.0,4.0,,2.0,,,
1903,4890,201.07625858242312,201.0767991820073,201.0768470169655,34443454.02760006,10167.237150932948,768820.4497894744,32.149782498770044,-1,-0.23789391421750689,0.7302207352774546,0.0,0.4381324411664727,3.0,1.5555555555555556,0.5555555555555556,O5,de-protonated,0.0,,C9 H14 O5,9.0,14.0,5.0,,,,,
1904,4893,201.05108127592388,201.0516218131828,201.0516948968735,4170570.5648109657,1256.8745838410086,768916.6997281674,3.8928423510314154,-1,-0.36350696138825134,0.4799390453018582,0.0,0.2879634271811149,4.0,1.4285714285714286,0.7142857142857143,N2 O5,de-protonated,0.0,,C7 H10 O5 N2,7.0,10.0,5.0,,2.0,,,
1905,4895,201.0399808317336,201.0405213415121,201.04046150758123,24260910.443041924,7029.889919968722,768959.2001732286,22.645318711094554,-1,0.2976213365892018,0.6113396663615472,0.0,0.36680379981692834,4.0,1.25,0.75,O6,de-protonated,0.0,,C8 H10 O6,8.0,10.0,6.0,,,,,
1906,4900,201.0034505739857,201.00399099332142,201.0040759981969,4921662.210404835,1392.0982813675905,769098.9497837345,4.5939170174436885,-1,-0.4229012523784221,0.3702466253654256,0.0,0.22214797521925533,5.0,0.8571428571428571,1.0,O7,de-protonated,0.0,,C7 H6 O7,7.0,6.0,7.0,,,,,
1907,4902,200.09236562833027,200.09290378809933,200.09283143406483,4736516.837150675,1293.828625657259,618080.5599706081,4.421100914970194,-1,0.3616023321880929,0.4836355786849703,0.0,0.29018134721098215,3.0,1.6666666666666667,0.4444444444444444,N1 O4,de-protonated,0.0,,C9 H15 O4 N1,9.0,15.0,4.0,,1.0,,,
1908,4904,200.0558236254819,200.05636169446836,200.0564459246805,9341209.690856192,2713.261954580838,772741.9498923421,8.719156319101456,-1,-0.4210322329236436,0.3735053291214895,0.0,0.22410319747289367,4.0,1.375,0.625,N1 O5,de-protonated,0.0,,C8 H11 O5 N1,8.0,11.0,5.0,,1.0,,,
1909,4912,199.16988501067124,199.1704208750216,199.17035348064042,12765325.591961289,3690.8511910527163,776178.9497621935,11.91525219795543,-1,0.3383755664356489,0.5293528093092187,0.0,0.3176116855855312,1.0,2.0,0.16666666666666666,O2,de-protonated,0.0,,C12 H24 O2,12.0,24.0,2.0,,,,,
1910,4913,199.1333364105723,199.13387218382107,199.1339679712561,3433524.0129038277,981.8721747897216,776321.6999413216,3.2048774821104575,-1,-0.48102006914849865,0.27652718362094636,0.0,0.1659163101725678,2.0,1.8181818181818181,0.2727272727272727,O3,de-protonated,0.0,,C11 H20 O3,11.0,20.0,3.0,,,,,
1911,4914,199.0971172544874,199.09765293744397,199.0975824618718,26628392.538083386,7548.142631483739,776462.9503157367,24.855144542276413,-1,0.3539750271556083,0.49852488207042195,0.0,0.29911492924225314,3.0,1.6,0.4,O4,de-protonated,0.0,,C10 H16 O4,10.0,16.0,4.0,,,,,
1912,4916,199.07184982080764,199.07238544076702,199.0724303417798,6242154.862779233,1807.8683373690699,776561.2000488858,5.82647492325192,-1,-0.22555113587609593,0.7537989981662988,0.0,0.45227939889977925,4.0,1.5,0.5,N2 O4,de-protonated,0.0,,C8 H12 O4 N2,8.0,12.0,4.0,,2.0,,,
1913,4917,199.06057297778392,199.06110856962582,199.0611969524875,37215369.44692182,10665.472707722833,776605.1997826817,34.73710947720755,-1,-0.4439984439144948,0.16723763668284555,0.9106958762886597,0.4646209325251712,4.0,1.3333333333333333,0.5555555555555556,O5,de-protonated,0.0,,C9 H12 O5,9.0,12.0,5.0,,,,,
1914,4920,199.0355252303559,199.03606075974014,199.0360448323955,3439948.0426507494,1069.4536419244803,776703.1996840858,3.2108737204367204,-1,0.0800224132654181,0.9650498883098603,0.0,0.5790299329859161,5.0,1.1428571428571428,0.7142857142857143,N2 O5,de-protonated,0.0,,C7 H8 O5 N2,7.0,8.0,5.0,,2.0,,,
1915,4922,199.0243440754077,199.02487957690943,199.0248114431032,24567632.35188858,6963.605541513745,621397.3602939793,22.931615278480788,-1,0.3423382528519144,0.5214791446230237,0.0,0.3128874867738142,5.0,1.0,0.75,O6,de-protonated,0.0,,C8 H8 O6,8.0,8.0,6.0,,,,,
1916,4925,199.00653209195676,199.0070675490383,199.00705337837383,3623389.920285831,1008.4418482748823,621452.9595394427,3.3820997671162436,-1,0.07120684540988789,0.9722240749596694,0.0,0.5833344449758017,5.0,1.0,0.5,S1 O4,de-protonated,0.0,,C8 H8 O4 S1,8.0,8.0,4.0,1.0,,,,
1917,4930,198.0402034655288,198.04073650847732,198.0407958602025,4175538.6107267635,1200.7867896866157,624485.3597719908,3.8974795629529844,-1,-0.2996944388480382,0.6071484335225555,0.0,0.3642890601135333,5.0,1.125,0.625,N1 O5,de-protonated,0.0,,C8 H9 O5 N1,8.0,9.0,5.0,,1.0,,,
1918,4935,197.11772940685807,197.1182601374149,197.11831790677812,3849347.518231125,1106.1103419015808,784259.9495288992,3.593010311165182,-1,-0.29306948150343987,0.6205400593667643,0.0,0.37232403562005856,3.0,1.6363636363636365,0.2727272727272727,O3,de-protonated,0.0,,C11 H18 O3,11.0,18.0,3.0,,,,,
1919,4936,197.08145641697982,197.08198705645407,197.0819323973938,25222651.467383906,7070.221556802163,784403.9499681985,23.543015113086135,-1,0.2773418120526213,0.6522516059180161,0.0,0.39135096355080967,4.0,1.4,0.4,O4,de-protonated,0.0,,C10 H14 O4,10.0,14.0,4.0,,,,,
1920,4938,197.0547475422672,197.0552781146671,197.0552711849268,14838261.619002169,4198.818613725789,784510.199676904,13.850146484394461,-1,0.035166480210407615,0.5889385305830763,0.9771380591823949,0.7442183420228038,1.0,2.0,1.0,O6 18O1,de-protonated,1.0,4955.0,C6 H12 O6 18O1,6.0,12.0,6.0,,,,,1.0
1921,4939,197.04492643101332,197.04545697874775,197.0455468880095,24207194.621200874,6664.2988524979,784549.6999519453,22.595179953595128,-1,-0.4562866970610226,0.31453715966535956,0.0,0.18872229579921573,5.0,1.1111111111111112,0.5555555555555556,O5,de-protonated,0.0,,C9 H10 O5,9.0,10.0,5.0,,,,,
1922,4943,197.00869219278428,197.00922264950972,197.0091613786252,34133780.47218705,9576.541167205733,784693.949830848,31.860730841982917,-1,0.3110052552205812,0.5842904646948942,0.0,0.35057427881693654,6.0,0.75,0.75,O6,de-protonated,0.0,,C8 H6 O6,8.0,6.0,6.0,,,,,
1923,4946,196.05376997098998,196.05429802500598,196.0543810267032,69103182.25825545,19296.676637604673,788515.7000455973,64.50143698699713,-1,-0.4233605838621498,0.43301223934591637,0.9771380591823949,0.6506625672805078,1.0,2.4,1.4,13C1 O7,de-protonated,1.0,4955.0,C5 H12 O7 13C1,5.0,12.0,7.0,,,1.0,,
1924,4948,196.02453097935236,196.0250589596701,196.0251457957245,3854157.610534204,977.6937777814503,630906.7602769161,3.5975000879808023,-1,-0.4429842613049445,0.3361510204935422,0.0,0.2016906122961253,6.0,0.875,0.625,N1 O5,de-protonated,0.0,,C8 H7 O5 N1,8.0,7.0,5.0,,1.0,,,
1925,4951,195.10205824353594,195.10258389477806,195.1026678423001,5241517.749224063,1363.5458778148957,792362.4497919573,4.8924726151437605,-1,-0.4302735731771096,0.3575322504532252,0.0,0.2145193502719351,4.0,1.4545454545454546,0.2727272727272727,O3,de-protonated,0.0,,C11 H16 O3,11.0,16.0,3.0,,,,,
1926,4953,195.0657661094847,195.0662916689397,195.06628233291582,16182689.719488114,4311.8778550284305,792509.4496394047,15.105045919893072,-1,0.04786077720689966,0.9873547757759912,0.0,0.5924128654655947,5.0,1.2,0.4,O4,de-protonated,0.0,,C10 H12 O4,10.0,12.0,4.0,,,,,
1927,4955,195.05043496312197,195.05096048379906,195.0510261916309,1490901260.4326327,363770.9379301359,792571.6998440849,1391.6185993321837,-1,-0.3368750892218238,0.4737354751595572,0.9771380591823949,0.6750965087686923,1.0,2.0,1.1666666666666667,O7,de-protonated,0.0,,C6 H12 O7,6.0,12.0,7.0,,,,,
1928,4958,195.03912652821643,195.03965202028917,195.0396211204488,3513783.1245667604,930.8550738780758,792617.7000204811,3.2797919486282505,-1,0.15842852949919375,0.7527291188139777,0.9977507005550105,0.8507377515103909,2.0,1.6666666666666667,1.0,O6 18O1,de-protonated,1.0,4979.0,C6 H10 O6 18O1,6.0,10.0,6.0,,,,,1.0
1929,4959,195.02942603968623,195.02995150722094,195.02989682353152,31793632.55909771,8796.771213272916,792657.4501637213,29.676418944561547,-1,0.2803861885686797,0.6461278660869024,0.0,0.38767671965214145,6.0,0.8888888888888888,0.5555555555555556,O5,de-protonated,0.0,,C9 H8 O5,9.0,8.0,5.0,,,,,
1930,4961,194.99289951676494,194.99342489189584,194.9935113141472,4263211.962163596,1227.1479964331688,792805.9498396668,3.979314537383068,-1,-0.44320578048363973,0.33578461386004277,0.0,0.20147076831602564,7.0,0.5,0.75,O6,de-protonated,0.0,,C8 H4 O6,8.0,4.0,6.0,,,,,
1931,4963,194.0665502558879,194.06707328356308,194.06701060873021,3676432.8419037745,1000.8283929163231,796589.9496004728,3.431610434418939,-1,0.3229545952441043,0.5602105328512563,0.0,0.3361263197107538,1.0,2.1666666666666665,1.0,N1 O6,de-protonated,0.0,,C6 H13 O6 N1,6.0,13.0,6.0,,1.0,,,
1932,4965,194.04526784196926,194.0457908156223,194.04588124063082,3899676.161629927,990.7765528064299,796677.6996110444,3.639987450491368,-1,-0.46599808222989103,0.29926904550113054,0.0,0.1795614273006783,6.0,1.0,0.4444444444444444,N1 O4,de-protonated,0.0,,C9 H9 O4 N1,9.0,9.0,4.0,,1.0,,,
1933,4967,194.03827472474973,194.03879768065093,194.0387309622252,19809407.731015068,5196.190122960132,796706.4500761847,18.490252152738694,-1,0.34384076517759277,0.6356149532344634,0.9977507005550105,0.7804692521626823,2.0,2.0,1.4,13C1 O7,de-protonated,1.0,4979.0,C5 H10 O7 13C1,5.0,10.0,7.0,,,1.0,,
1934,4973,193.08642500457378,193.08694554013505,193.0870177778221,5082046.947834771,1300.3124111293494,800633.9502058617,4.743621353726656,-1,-0.37411985477456144,0.45951346599035103,0.0,0.2757080795942106,5.0,1.2727272727272727,0.2727272727272727,O3,de-protonated,0.0,,C11 H14 O3,11.0,14.0,3.0,,,,,
1935,4974,193.0711603280646,193.07168082474496,193.07176163653722,7406530.60473762,1949.314567485465,800697.1997249235,6.913312115039056,-1,-0.41855832035633694,0.37784028143097853,0.0,0.2267041688585871,1.0,2.0,0.8571428571428571,O6,de-protonated,0.0,,C7 H14 O6,7.0,14.0,6.0,,,,,
1936,4977,193.05016032392362,193.05068076711115,193.05063226843782,13788174.641235879,3625.2244982102825,800783.9498405751,12.869987296151477,-1,0.2512225562423731,0.7042467300796329,0.0,0.42254803804777974,6.0,1.0,0.4,O4,de-protonated,0.0,,C10 H10 O4,10.0,10.0,4.0,,,,,
1937,4979,193.03483557030683,193.03535597445543,193.03537612715292,293747170.5330849,75541.92022327082,800847.4501627313,274.1858477579005,-1,-0.10439898578175431,0.776530000808946,0.9977507005550105,0.8650182807073719,2.0,1.6666666666666667,1.1666666666666667,O7,de-protonated,0.0,,C6 H10 O7,6.0,10.0,7.0,,,,,
1938,4982,193.01377125451566,193.01429160500075,193.01424675905352,19012323.90818181,4743.615000015486,800934.9500612075,17.746248037563635,-1,0.23234526975366426,0.7408827389755271,0.0,0.44452964338531625,7.0,0.6666666666666666,0.5555555555555556,O5,de-protonated,0.0,,C9 H6 O5,9.0,6.0,5.0,,,,,
1939,4987,192.0508759634467,192.05139385660445,192.05136054425222,9963561.659667399,2668.769364844811,804950.9497860069,9.300064390020491,-1,0.17345543470862634,0.8460736882002224,0.0,0.5076442129201334,2.0,1.8333333333333333,1.0,N1 O6,de-protonated,0.0,,C6 H11 O6 N1,6.0,11.0,6.0,,1.0,,,
1940,4990,192.02249705051216,192.02301487112013,192.0230808977472,8210758.199957046,2104.0732825532737,805069.9498542278,7.663984281805339,-1,-0.3438473477909016,0.5184877481436414,0.9903762169347984,0.7072431356601042,3.0,1.6,1.4,13C1 O7,de-protonated,1.0,5002.0,C5 H8 O7 13C1,5.0,8.0,7.0,,,1.0,,
1941,4993,191.1282775492515,191.12879308011446,191.12888259082783,4410854.8496016925,1134.546642532185,808836.1993733975,4.117125533772152,-1,-0.468326461979333,0.29567387834589454,0.0,0.17740432700753672,0.0,2.2222222222222223,0.4444444444444444,O4,de-protonated,0.0,,C9 H20 O4,9.0,20.0,4.0,,,,,
1942,4995,191.07091436754516,191.0714297512786,191.0713677133441,3715345.8843290396,948.6293384887998,647263.3601194066,3.4679321647928787,-1,0.3246846204140148,0.556734263926894,0.0,0.3340405583561364,6.0,1.0909090909090908,0.2727272727272727,O3,de-protonated,0.0,,C11 H12 O3,11.0,12.0,3.0,,,,,
1943,4996,191.06680995633786,191.06732532954288,191.0673449613515,8200803.166402974,2340.702008523611,809096.7000985501,7.654692177614079,-1,-0.10274811018335595,0.9430358619058347,0.0,0.5658215171435008,2.0,2.0,0.8333333333333334,N2 O5,de-protonated,0.0,,C6 H12 O5 N2,6.0,12.0,5.0,,2.0,,,
1944,4998,191.0556403256574,191.05615567020985,191.05611157205922,15666043.809753519,4081.080660182031,809143.6995821652,14.622804690150652,-1,0.23081256213998472,0.7438104079289696,0.0,0.4462862447573817,2.0,1.7142857142857142,0.8571428571428571,O6,de-protonated,0.0,,C7 H12 O6,7.0,12.0,6.0,,,,,
1945,5000,191.034465700078,191.03498099030975,191.03498220395983,11091129.886668788,3022.9473330444694,809233.7004368099,10.35254516681976,-1,-0.006353025325455761,0.9997757977438282,0.0,0.5998654786462969,7.0,0.8,0.4,O4,de-protonated,0.0,,C10 H8 O4,10.0,8.0,4.0,,,,,
1946,5002,191.0192755875539,191.01979083881494,191.0197260626749,150485128.81567588,36764.83571022582,809297.6995478594,140.46396615294617,-1,0.3391070722654987,0.5231925643360834,0.9903762169347984,0.7100660253755695,3.0,1.3333333333333333,1.1666666666666667,O7,de-protonated,0.0,,C6 H8 O7,6.0,8.0,7.0,,,,,
1947,5005,190.99800409726168,190.99851929394663,190.99859669457553,7445502.863254849,1934.554872134911,809388.1996816433,6.949689118164548,-1,-0.40524187211781165,0.4015839206846737,0.0,0.2409503524108042,8.0,0.4444444444444444,0.5555555555555556,O5,de-protonated,0.0,,C9 H4 O5,9.0,4.0,5.0,,,,,
1948,5009,190.0351530763483,190.03566579840057,190.03571047977422,6522388.215346941,1690.8745971170442,650791.1598199109,6.088046870325915,-1,-0.23512093352797256,0.7355612926932489,0.0,0.4413367756159493,3.0,1.5,1.0,N1 O6,de-protonated,0.0,,C6 H9 O6 N1,6.0,9.0,6.0,,1.0,,,
1949,5015,189.08761432624866,189.08812460489983,189.0880804062578,43200578.36547406,10380.744383869418,654052.360127483,40.323749097814755,-1,0.2337463151294769,0.7381997870412824,0.0,0.4429198722247694,2.0,2.0,0.5714285714285714,N2 O4,de-protonated,0.0,,C7 H14 O4 N2,7.0,14.0,4.0,,2.0,,,
1950,5016,189.07634469998536,189.07685494952725,189.0768470169655,12954327.413414203,3283.7873018076143,654091.3599345506,12.091667938569408,-1,0.04195416767639229,0.990269032023203,0.0,0.5941614192139218,2.0,1.75,0.625,O5,de-protonated,0.0,,C8 H14 O5,8.0,14.0,5.0,,,,,
1951,5018,189.05511889354844,189.0556290882613,189.0557176488661,4036396.0984489224,1052.695011867482,817706.1999109676,3.767602881523752,-1,-0.46843653241499333,0.29550455514051116,0.0,0.1773027330843067,7.0,0.9090909090909091,0.2727272727272727,O3,de-protonated,0.0,,C11 H10 O3,11.0,10.0,3.0,,,,,
1952,5019,189.05119738494918,189.05170756953183,189.0516948968735,15031576.331604473,3704.4497609035634,654178.3601082145,14.030587910477808,-1,0.06703276760280368,0.975345717761905,0.0,0.585207430657143,3.0,1.6666666666666667,0.8333333333333334,N2 O5,de-protonated,0.0,,C6 H10 O5 N2,6.0,10.0,5.0,,2.0,,,
1953,5021,189.03992173819785,189.04043189365203,189.04046150758123,15414908.110072818,3901.463432801673,654217.3602830488,14.388392714047988,-1,-0.1566539192946008,0.8725495499676538,0.0,0.5235297299805922,3.0,1.4285714285714286,0.8571428571428571,O6,de-protonated,0.0,,C7 H10 O6,7.0,10.0,6.0,,,,,
1954,5023,189.0187484944626,189.0192585952166,189.0193321394818,5308106.97117482,1347.2262637368174,817863.450198155,4.95462750241969,-1,-0.38908329837665856,0.43126510081596636,0.0,0.2587590604895798,8.0,0.6,0.4,O4,de-protonated,0.0,,C10 H6 O4,10.0,6.0,4.0,,,,,
1955,5026,188.11172657373115,188.11223432745535,188.1121706862364,4220561.036110642,1078.5178271510822,821806.6999487483,3.9395038379429126,-1,0.33831526543812007,0.529472824641898,0.9989294173979197,0.7172554617443068,2.0,2.2857142857142856,0.42857142857142855,13C1 N2 O3,de-protonated,1.0,5034.0,C7 H16 O3 N2 13C1,7.0,16.0,3.0,,2.0,1.0,,
1956,5027,188.10046488789257,188.1009726124294,188.1009372969441,4135261.1103345426,1078.8475990833465,821856.1998994116,3.8598842371135262,-1,0.18774752427695468,0.8221532087472543,0.9896080036548889,0.889135126710308,2.0,2.0,0.5,13C1 O4,de-protonated,1.0,5035.0,C8 H16 O4 13C1,8.0,16.0,4.0,,,1.0,,
1957,5030,188.05585108926869,188.05635869816683,188.0564459246805,9270271.50509677,2291.1929754240487,822051.1997617871,8.652942075861064,-1,-0.4638315546258538,0.3026371798987658,0.0,0.18158230793925947,3.0,1.5714285714285714,0.7142857142857143,N1 O5,de-protonated,0.0,,C7 H11 O5 N1,7.0,11.0,5.0,,1.0,,,
1958,5034,187.10822926537813,187.10873441382776,187.1088158511641,47726342.04655673,12115.094304477776,826214.1998559539,44.54813141066432,-1,-0.435240509528017,0.4392836336453472,0.9989294173979197,0.6631419471463762,2.0,2.0,0.375,N2 O3,de-protonated,0.0,,C8 H16 O3 N2,8.0,16.0,3.0,,2.0,,,
1959,5035,187.0969930995925,187.09749821881968,187.0975824618718,48268105.11933128,11663.549001024921,661011.16015894,45.053817191817686,-1,-0.45026264380518305,0.5731897459354995,0.9896080036548889,0.7397570490232552,2.0,1.7777777777777777,0.4444444444444444,O4,de-protonated,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,,
1960,5036,187.06061236875098,187.06111739335327,187.0611969524875,25948353.69501166,6350.099006565222,826424.4499496479,24.2203911032644,-1,-0.42531073002544695,0.3660665634159647,0.0,0.21963993804957882,3.0,1.5,0.625,O5,de-protonated,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,,
1961,5039,187.02421967561222,187.0247246055466,187.0248114431032,17282999.215281207,4255.575247570748,661268.3600579716,16.13208318923119,-1,-0.46431035507265345,0.3018909327051668,0.0,0.18113455962310007,4.0,1.1428571428571428,0.8571428571428571,O6,de-protonated,0.0,,C7 H8 O6,7.0,8.0,6.0,,,,,
1962,5044,186.07668832136562,186.07719078231415,186.0771813695868,6914430.208318207,1697.3963441604753,830794.6998908621,6.453981854497674,-1,0.050585070495160936,0.9858847380312343,0.0,0.5915308428187406,3.0,1.625,0.5,N1 O4,de-protonated,0.0,,C8 H13 O4 N1,8.0,13.0,4.0,,1.0,,,
1963,5046,186.04033070860382,186.04083307465467,186.0407958602025,5289066.932774912,1272.14701999516,830956.6997379295,4.936855385464324,-1,0.20003382586790092,0.8006772097835613,0.0,0.48040632587013676,4.0,1.2857142857142858,0.7142857142857143,N1 O5,de-protonated,0.0,,C7 H9 O5 N1,7.0,9.0,5.0,,1.0,,,
1964,5052,185.1177562033548,185.118256157407,185.11831790677812,5334930.035177587,1324.7812477007892,668078.5600108148,4.979664354790783,-1,-0.3335670495804617,0.5389406260942162,0.0,0.3233643756565297,2.0,1.8,0.3,O3,de-protonated,0.0,,C10 H18 O3,10.0,18.0,3.0,,,,,
